date,school,keyword,article
2020-10-30,LIU,report,"May 18, 2023

By Mariah Musto, Staff Writer
All classes at Post were moved to remote instruction for a period of two weeks as of Oct. 15. University President Kimberly Cline sent out a mass email to the Post community stating that “Last weekend, a small number of positive cases were reported as a result of off-campus social gatherings that violated LIU’s Code of Conduct. Additional cases were reported over the past few days by students who were in contact with students at the gatherings. Most of these cases were contact traced back to these isolated events. Some students, who have not tested positive, have been asked to quarantine.”
    There were a number of students who were required to quarantine because they had been in contact with a student who had coronavirus or tested positive themselves. These students were notified about the matter and moved into Suffolk hall to carry out their isolation. 
“I didn’t prepare for quarantine,” senior psychology major Tiana Ono said. “We got the news last minute that we needed to get tested. One of our friends is an RA and she’s the one who told us that we were being put in quarantine that night so to start packing. I didn’t get a call until around 8 to 9 p.m. from someone at the school telling me to get out of the dorms. So I had a few hours to pack and grab food and stuff, everything moved very fast.” 
Similar sentiments were shared by senior sports management major Emily Poole. “We did not get much time to prepare. We were told pretty late about the quarantine in a different building so we just packed essentials quickly and moved in,” Poole said.
    Food is delivered to our door by resident assistants and Promise employees.
“The food is pretty basic but as an athlete it’s hard not being able to control what foods we eat,” Poole said. “We get plenty of food and snacks but the quality and healthiness is not the best but we don’t go without so that’s good.” 
    Both students shared that the quarantine has had a slightly positive effect on their studies. With plenty of free time and no distractions from peers or activities, they have had more time to study and do their school work. Ono has found solace in the contact and regularity that her classes offer. “Class throughout the week has been helpful since it gives me something to do,” she said. “Weekends feel very long. It also sucks that we can’t even go outside for a walk or something.”
Poole had a similar opinion of her time in quarantine. “One good thing about this quarantine is that it has been around midterms so plenty of time to study,” she said.
    Poole expressed the difficulty being in isolation. 
“Quarantine is a pretty big mood killer. As an international student this is not my first time doing this but it is so mentally and physically challenging,” she said. “Not having the comforts of your own room, the heat and wifi have not been working great, the air in the room gets stuffy and not getting any fresh air, a walk or exercise is so tough. My fellow quarentiners and I joke that the first few days go by slowly, a week goes by and you think ok that wasn’t too bad but by day 10 you are climbing the walls.”
Ono agreed that being alone all of the time is difficult. “My mood comes and goes. Sometimes I’m happy, sometimes I’m angry, and sometimes I want to jump out of my window. I also wish that they would let us go outside for an hour or something. It really sucks being locked up in a room for a long time.”  
Ono and Poole both tested negative for coronavirus, but were required to quarantine due to being in close contact with individuals who tested positive.
Published in Health and News
"
2020-11-12,LIU,report,"May 18, 2023

Last updated on Nov 16, 2020 
By Sam Uebel, Staff Writer
The Scottish actor Sean Connery has died at age 90 in his sleep. His career spanned for seven decades and he was best known for his portrayal of James Bond. 
Connery became a top box-office star in both Britain and the United States in 1965 after starring in “From Russia With Love,” “Goldfinger” and “Thunderball.” He would go on to star in seven of the Bond series films. More than Agent 007, Connery went on to play a widower obsessed with a woman who is a compulsive thief in Alfred Hitchcock’s “Marnie” and as an amoral poet in the satire “A Fine Madness.”
Throughout his career he acted in more than 60 movies, leaving behind a legacy that many believe will last forever. 
“He was an amazing actor and his continuations to the medium are astounding,” Senior marketing major Anthony Cavarretta said. “He taught us how to play it cool as Mr. Bond and he is one of the main reasons Indiana Jones and the last crusade is my favorite movie of all time.” 
Connery died in the Bahamas, surrounded by loved ones after feeling unwell for some time according to his son, Jason Connery. Connery’s wife, Micheline Roquebrune, would later add that he had struggled with dementia before his passing. 
Senior arts management major Brianna Savarino said ”He was a super talented actor. Everyone knows the line, Bond, James Bond.”  
Published in Arts and Entertainment
"
2020-11-20,LIU,report,"May 18, 2023

Last updated on Nov 23, 2020 
By Dante Dellaporta, Staff Writer
This year marked a historic moment within the NASCAR Cup Championships. Chase Elliot took home first place earlier this month in his eleventh victory of the series.
Elliot captivated his fans, following in his father’s footsteps, Billy Elliot, another Cup series champion.
Freshman adolescent education major Ryan Kaim was enthusiastic about Elliot’s championship win. “Overall, Phoenix put up an unexpected champion and a fan favorite when it seemed somewhat unlikely through 2020,” he said. 
The unexpected victory comes as a surprise to fans and other drivers who seemed to have a greater chance of winning. 
Denny Hamlin and Kevin Harvick initially dominated in this year’s series. Those racers were eliminated from the playoffs after compounding weaker results than the other drivers, making  them unable to qualify. 
This year, Phoenix Raceway in Phoenix, Arizona, hosted Championship Weekend. This marked the first time the city has ever hosted a championship race. 
The final race was not looking great for Elliot in the first half. However, Kaim thought he did a fantastic job playing out the remainder of the race. “Chase Elliot started from the rear after his car failed inspection twice, but he clawed through the field and led near the halfway point, dominating through the remainder of the race, taking the checkered flag,” Kaim said.
Published in Sports
"
2021-10-15,LIU,report,"May 18, 2023

By Alyssa Spagna, Staff Writer
On Thursday, Sept. 30, the music department was given breaking news: the music education major is being frozen. This means that any incoming student at Post may not choose music education as a major, but the students who are already part of the program will be able to finish out their degree.
More news came for other arts students soon after. On Oct. 8, students in the department of theatre, dance and arts management received word that recruitment into the dance and arts management programs would freeze after this school year. 
With programs freezing, students are left wondering if they should stay at Post and what the future holds for their education.
“We got an email from Dr. McRoy who is the director of music education. He wasn’t beating around the bush at all. He just said ‘unfortunately the school has decided to freeze the music education major,’” sophomore music education major Ally Perticone said.
A large majority of the students found out this information while they were in chorus class.
“We were in chorus and everyone’s jaws dropped. I couldn’t believe what I was hearing. After all the time and effort we put in,” senior music education major Kaitlyn Sottung said.
The music education majors and their faculty have worked hard to build their program.
“I want the administration to know that people are hurting. It’s not only us, it’s also the faculty. I feel very bad for everyone in my department, especially the faculty because I know how much hard work they put into this. I see the hard work that everyone puts in,” sophomore music education major Mike Shapiro said.
Students in the program thought that  all of their hard work and effort was paying off, especially seeing as the university advertises the music program on various media platforms.
“I think it’s just really unfair. The school portrays their music program and all the opportunities we have here as this great big deal, which it is,” Perticone said. “It’s a really good program we have here. But I hate that they portray it as something bigger than it is. If it’s so great, why are they getting rid of it?” 
There is even a banner on campus stating that Post was rated the best music school on Long Island.
“This program is so near and dear to me and to watch it be ripped away from future students is heartbreaking,” Sottung said.
Some students hope that others will join them in trying to fight for their program, while others think there’s no chance of restoration.
“When they took away the Fine Arts Center (FAC), we were able to advocate for ourselves and help restore the program by having the school put practice rooms in Hillwood. So, I think if we really get the word out and talk to higher administration to fight for our program, it might help,” Shapiro said.
“I personally think that fighting for it isn’t going to work. This is not something we can change their minds on. I don’t think it’s worth trying for,” Perticone said.
The next steps for the music program are unclear at this time, as students and faculty alike continue to grapple with this sudden change despite the decision that the school’s administration made. It’s clear the music community on campus is still strong, and will continue to focus on their craft as long as the school’s administration allows them to.
Students from the dance and arts and administration department are also fighting for their programs.
Junior dance major Abby Steinke recalls all of the opportunities she has received through Post’s dance program.
“We’ve had the opportunity to see companies and work with artists that are high calibre. We’ve been able to choreograph ourselves, like I’ve gotten to choreograph and make my own artistic voice show,” Steinke said.
Steinke says that the Post Concert Dance Company (PCDC) is like a family. She doesn’t think she would be the person she is today without it.
Steinke and the rest of PCDC found out Friday Oct. 8 that their program was to be frozen at the end of the year.
“I was shocked,” Steinke said. “The first thing I wanted to do was be like, okay what can we do to stop it? I’ve been emailing administration, and I messaged the theatre company to email them. I think strength in numbers really works. I think if everyone has something to say about it, then they should listen.”
Steinke has some ideas on how to get the campus’ attention, other than emailing.
“We’re thinking of doing some video things, maybe some flash mobs. The dance program has a big presence in the department, but we need to make that known to campus,” Steinke said.
Steinke believes that the COVID-19 pandemic has had a big impact on this decision. She says that last year the dance program was meant to bring in 13 new students, but ended up only bringing in three. 
“I think we need a chance to grow as a program through the pandemic and not getting a chance seems unfair,” Steinke said.
Steinke’s next steps are getting as much attention as possible from as many people as she can.
“Email your president, email Promise, email your dean, email our dean, email chairs; email anyone you can. These programs are important and they are bringing more people to this school. They are bringing culture to this school, arts to this school,” Steinke said.
Steinke urges the administration who is cutting these programs to listen to the students.
 “Please listen to the student body, please listen to what we have been sending you, please reconsider the freeze,” Steinke said. 
Published in News and _Front Page
"
2021-10-28,LIU,report,"May 18, 2023

By Dean Joannou, Staff Writer
The ongoing uncertainty around whether Brooklyn Nets’ star Kyrie Irving will receive a COVID-19 vaccine has overshadowed the Nets’ start to their season, which Irving cannot currently participate in due to his status.
Irving cannot play in Nets’ home games at Barclays Center in Brooklyn unless he receives the vaccine due to the NYC requirement that you must be vaccinated to attend or participate in any indoor entertainment spaces. The Nets later announced on Tuesday, Oct.10, that Irving will not play for them at all this season until he becomes eligible to fully participate.
The Nets’ guard was not forthcoming about the situation, calling into the Nets’ media day via Zoom. 
“There’s just a lot of questions about what’s going on in the world of Kyrie, and I think I’d love to just keep that private and handle it the right way with my team and go forward together with a plan,” Irving said.
Kyrie would lose the entirety of the $35 million he was supposed to make this year if he sits out the whole season.
Senior broadcasting major Nicholas Paniagua is concerned about how the Nets will play while Kyrie is ineligible.
“Missing Kyrie is definitely going to hurt the Nets because Kevin Durant needs another star player alongside him in order for him to play his full game,” he said.
Paniagua, like many, feels that Irving’s looming absence severely limits the potential for a championship season. He predicts that the Nets advance no further than the Eastern Conference Finals without Irving’s services.
“He is a good enough player to join just about any team and immediately make an impact,” Paniagua said, 
Brooklyn Nets star guard Kyrie Irving is continuing his holdout over New York City’s vaccine mandate. The team’s Sunday, Oct. 24 home opener saw a lively anti-vaccine protest take place on Irving’s behalf, with protesters chanting “let Kyrie play” and “I’m with Kyrie.” Protestors at one point broke through the barricades, forcing security to rush to the doors to prevent the crowd from breaching Barclay’s Center.
Paniagua is surprised at Irving’s continued decision not to be vaccinated against COVID-19. 
“I really don’t understand why he has such a negative view of the vaccine,” he said. “I get that people have bad reactions to it, but a lot of other players got the vaccine, and here they are still playing basketball.” 
During postgame availability following the Nets’ second loss in their first three games, superstar forward Kevin Durant was asked again about Irving’s absence.
 “Nobody is going to lose confidence while we’re playing and hope Kyrie comes to save us,” he said.
Durant left the Golden State Warriors, where he won two NBA championships to team up with Irving and the Nets. 
Nets’ guard and former MVP James Harden, who was acquired by the Nets via trade after the arrivals of Durant and Irving, has struggled with his play so far this season. Harden typically improves his conditioning as the season progresses but is also adjusting to new NBA rule changes that affect his playing style. The league office has set out to eliminate actions by offensive players which are done solely to cause the referee to grant a foul. Harden has long been the best drawer of fouls in the league, attempting the most free throws per game every season from 2016-17 to 2019-20.
With the Nets off to a 2-2 start, the clock is ticking on Kyrie Irving’s return. Until he joins the team, Durant and Harden will shoulder a heavy workload.
Brooklyn has clear championship aspirations; the team was eliminated last postseason in overtime of Game 7 against the Milwaukee Bucks in the second round. Milwaukee went on to defeat the Phoenix Suns in the NBA Finals.
Published in Basketball and Sports
"
2021-10-29,LIU,report,"May 18, 2023

By Joe Frescott, Staff Writer
ESPN’s Monday Night Football (MNF) broadcasts are shaking up by introducing a secondary broadcast featuring the National Football League’s favorite brothers, Peyton and Eli Manning. Starting this NFL season, the Manning bros will host their own show during 10 of the 16 Monday Night Football games, bringing in guests to help commentate on ESPN’s second channel, ESPN 2. Dubbed the “Manning-Cast,” the show has been nothing but successful and has seen its ratings climb each and every week.  
The success of the new Manning-Cast challenges the traditional style of NFL broadcasting and suggests that it may be time for a change. The almost century-old style of broadcasting football games may not be the best way to engage fans in the game anymore, especially the highly coveted younger audience. With the NFL focused on engaging younger and diverse audiences, a new broadcasting style similar to that of the Manning-Cast could be the secret to reaching this target audience. Clearly, the Monday Night Football broadcast between the two beloved NFL legends has the potential to shake up the sports broadcast landscape. 
Traditionally, the NFL broadcast consists of a play-by-play man along with a color commentator, with the play-by-play usually being an individual with broadcasting experience, and the color commentator being a former coach or player who can provide insight into the minds of the coaches and players. These two individuals help guide the audience through the game, providing commentary on what is happening while also conveying additional information that might interest the fans. 
The MNF broadcast between the two NFL legends is structured a little differently, as the brothers cover the game from separate locations, using a Zoom-style format to connect with each other and the guests. Throughout the course of the game, Peyton and Eli cover the game, analyze the highlights, and interview a variety of guests, ranging from current and former NFL players and coaches. This format gives the brothers more freedom to crack jokes, go off on rants, and entertain the fans without having to stay focused on calling each and every play of the game. 
The Manning-Cast has been met with near-universal praise by fans across social media, as many praised the brothers for their on-air chemistry and unique football knowledge. 
As stated by Ryan Boettcher, a Junior Broadcasting major at LIU Post, the Mannings provided a more “information-based knowledge towards the game,” while also having that “brother rivalry which led to a ton of comedic moments.” Boettcher admitted that he preferred this Manning-Cast over the traditional ESPN broadcast, citing that the conventional was more for the “casual fan,” while the new broadcast provided “more of a laid back broadcast for the knowledgeable fan.”
While Boettcher and a majority of fans were crazed about the Manning-Cast, some weren’t as intrigued. Like most things, it only takes one Twitter search to find sharp criticism about MNF’s newest broadcast. From brief technical issues to problems with the format and commentating from the brothers, critics had plenty to complain about. Mike Fiorio, an analyst for NBC, went as far as to say the broadcast was “unnecessary” and made the game “generally hard to follow.”  
It has been no secret that the NFL has been trying to reach a younger and more diverse audience while also retaining the die-hard fans that help make it the most successful sports league in America. Over the past few years, the NFL has expanded their presence on social media, launching the Playmaker’s Program on Instagram, and expanding their football coverage to Facebook, Amazon Prime Video, and even Nickelodeon. They have also continued their efforts to expand the league globally, playing two games in London this season, and approving at least four international games per year for future seasons. 
With the NFL putting an emphasis on expanding their audience, the success of the Manning-Cast shows that the answer to their woes might be in their broadcasts. In its limited time on-air, the Mannings have captivated the sports world and have drawn more attention and viewership each week. This early success indicates that it may be time for a change in the sportscasting industry, as the old way of broadcasting may not be the best way to reach a wider audience. 
Bob Costas, a long-time NBC broadcaster, suggests that the Mannings success may not be able to be replicated, as the dynamic between the brothers makes the broadcast so entertaining. Without that chemistry, alternate broadcasts could struggle to reach “the Manning level.”
While Costas may be skeptical, the Manning-Cast has opened the door for a new form of sportscasting and has made a splash in a nearly century-old industry. With the success of the Mannings’ broadcast thus far, the NFL will undoubtedly explore this further, as having alternate broadcasts to their primetime games could be the key to reaching new audiences and expanding the game we love.
While the Manning-Cast wasn’t perfect by any means, the overwhelming amount of praise and media attention shows there is plenty of support, which is a good sign for the future of this new alternate broadcast, and any others that may follow. 
Published in Business, Football and Sports
"
2021-11-30,LIU,report,"May 18, 2023

By Alexander Mousa, Staff Writer
Emotional support animals have become increasingly popular among college students in the last few years. The idea of having a pet as means of emotional support, and helping someone get through something, has become more common in recent years.
As of 2019, there were 200,000 emotional support animals in the United States, many of which are dogs. This number is up exponentially since 2014, when there were only 2,400. They are classified as service dogs, since they are used to assist people with their mental health.
When a puppy is trained to be an emotional support animal, the training can take anywhere from 14 to 24 months.
Certain emotional support animals, classified as psychiatric service dogs, can only be obtained by individuals who fall under the Americans with Disabilities Act.
However, any other person can obtain a regular pet that can double as their emotional support animal.
“An emotional support animal to me is a pet that comforts you through your trials and tribulations. Emotional support animals help with academic stress, as well as depression and anxiety that comes from coursework throughout the semester,” junior theatre arts major Gabriella Beckman said. 
Many college students feel anxiety and elevated stress throughout their semesters, and feel that emotional support animals could help.
Post currently allows students to have emotional support animals. According to liu.edu, “It is LIU’s policy to permit Service Animals, as defined below by the Americans with Disabilities Act, in all approved campus areas; and it may permit Emotional Support Animals (Support Animals), as a reasonable accommodation, in the residence halls for students with a documented disability.”
“They help with stress, anxiety, and just managing emotions,” sophomore nutrition and dietetics major Amanda Battista said.
Emotional support animals can be a tool for anyone who has a psychological disorder and needs an emotional companion, as well as just the average person looking to have a stress reliever in their life.
“I feel as though an emotional support animal could help me tremendously. Whether it be the support animal sensing an anxiety attack, or just taking a break from life to just be with your support animal, it would help,” Beckman said.
Beckman and others agree that emotional support animals should be allowed in college dorms because of the support and aid they can give students.
“I love them. I would say that they should be allowed as long as they are specifically trained to be an emotional support animal,” Batista said. “They would have to go through special training where they are taught to understand human emotions, as well as not bark and disrupt other students in the dorms. I think there should be a separate dorm section for them, and that some sort of doctor’s note should be used as well.”
In today’s age of mental health awareness, emotional support animals are being touted as a tool to help not only the depressed, but also the average person.
“Honestly, the campus should have emotional support animals for everyone. It’s proven that they help people control their emotions and just relax,” Battista said.
With the popularity of emotional support animals continuing to rise, many questions arise, such as how schools will react to and accommodate an influx of students bringing emotional support animals to college with them.
Many also wonder how other institutions will react to people having emotional support animals.
The U.S. Army does not allow emotional support animals on military bases because they are not classified as service animals. However, if a soldier lives in their own apartment, they can have any type of pet they want.
Many questions will arise in the following years about how accessible emotional support animals should be to the public, as well as where they should be allowed. It is up to institutions to decide how these animals should be accepted.
Published in News
"
2022-10-14,LIU,report,"May 18, 2023

By Andrew Scarpaci, Sports Editor
From Friday, Sept. 30, to Sunday, Oct. 2, the Sharks women’s golf team competed among 16 universities in their third competition of the season at the Navy Fall Invitational. 
The Sharks finished fifth as a team. However, out of 88 total competitors, it was Sharks’ senior Emily Byrne who came out on top. Her 2-over-par score of 146 was three strokes ahead of the second-place finisher, Anna Ferreyra-Heit from Delaware State. 
This is Byrne’s first season at LIU after playing three years at Limestone University in South Carolina. 
Byrne was also the Sharks’ top performer over the first two events of the season. At the Delaware State Fall invitational on September 19-20, Byrne finished fifth individually, only one stroke away from tying for first with the other top four golfers. 
In the week leading up to the Navy Fall Invitational, Byrne finished first for the Sharks at the Boston College Intercollegiate. 
Byrne is from Liverpool, England, but knew for many years she had a goal of playing golf in the NCAA. 
“I’ve been playing golf for about 10 years now, and ever since I was about 14 or 15, I had friends who were coming over here and started playing college golf,” she said. “Then, when I got to about 15 and 16, I set my heart on playing golf and then getting to the collegiate level.”
With a combination of her athletic and academic plans in mind, Byrne had her heart set on coming to the Big Apple to finish her collegiate career. 
“I was down in South Carolina, and I decided I wanted to change and started looking in terms of location to be a business major,” she said. “I wanted to head up to New York, and then I started looking around this area and found LIU. I looked at the team, then started communicating with the coach and decided it was definitely the school for me.”
Bryne knew it was going to be important to make an impact early on in her playing time here at LIU, and she could not have wished for a better outcome. 
“It’s amazing, I’m just on cloud nine right now. Coming over here, I didn’t know where my golf was going to be. I had quite a big injury over the summer, and I was not sure if I was going to be able to play at the level I knew I could,” she said. “After I got here and had all the encouragement from the team and all the support I needed, to come and play really well is big for me.”
Despite the conditions of the long weekend, Byrne credits her performance, along with that of the team, to the perseverance they have shown so far this season.
“We had very bad weather the whole time. We had the back end of the hurricane, so we just wanted to get through and stay as dry as we could,” she said. “Just knowing I had to get through it and stay strong mentally helped it.”
Byrne was named a Northeast Conference (NEC) Prime Performer for the month of September. She could not have been more thrilled for the honor.
“I was really shocked and just couldn’t have expected this first month to go any better, so I’m excited to see the rest of the season and see how I do,” Bryne said.
Bryne looks to capitalize on her success early on at LIU and collectively carry it throughout the rest of the season.
“The goal is definitely to win the conference with the team we have and a great set of girls who have the ability to do it,” she said. “Personally, I just want to enjoy the last two years that I have of college golf with a great team.” 
Published in Golf, LIU Athletics, Sports and _Front Page
"
2022-10-27,LIU,report,"May 18, 2023

By Giancarlo Salazar, Staff Writer
On the first day of classes, your professor will often hand out a packet either physically or digitally titled “Syllabus.” The syllabus is a contract between the professor and the student outlining the student’s responsibilities, and what rights they have access to. Many students will often take a glance, review it with their professor during class, and shove it into their backpack for it to never be seen again. The other portion of students may read through it to better prepare for their class. 
Students can expect to find important information such as resources, deadlines, classroom policies, and contact information for office hours. In some instances, a student might find money. 
In an entrepreneurship course, one professor hid a message within two of his class’ syllabi. The text read, “There is one envelope in Dean Fusaro’s office with $40 in it. Just ask her and it’s yours. The first student from the class that finds it gets it.” 
Entrepreneurship professor and CEO of Sage Marketing, Daniel Klein, explained why it’s important for students to read the syllabus.
“I think it’s very important because it tells them how to do well in the class, so to me the syllabus is the instructions for how to do well,” Klein said. “I would hope that students would at least glance at it or look it over. Mine are very specific, I’ll give them all the rubrics for any midterm, any finals. I’ll tell them exactly what they need to do to pass the class — I want the students to do well, I’m going to show them how to do well, and all they have to do is read it.”
Out of everyone in Klein’s classes, only one student came forward to claim the prize. Freshman business administration major Talia Romito was the first— and only— student to secure the forty dollars hidden within the syllabus. 
“I definitely think you should read your syllabus. It helps me personally a lot just to get an idea of the classes you’re going into and just prepares you for your year to come,” Romito said. “I’ve always read my syllabus since high school and I plan to continue doing so throughout my four years here.”
Even after professors emphasize the importance of their syllabus, students still tend to ignore it or not look through it carefully. 
“I think students skip reading the syllabus because it can be long and overwhelming,” Klein said. “You need to know where to look. If I were a student I would definitely look at the rubrics if there are any in there. It’s a bit overwhelming because a typical syllabus is twelve or fourteen pages long.”
Reading the syllabus is often looked at as being responsible for knowing what’s going on in the class. 
“I feel like I went in [to class] like I could answer some questions based on the syllabus,” Romito said. “I kind of knew what my professor was talking about. — gives you an advantage going into the class, you’re not going in blind.”
Hiding money within the syllabus is not something professors typically do, but Klein found it to be an interesting way to see if his students were reading the material.
“I saw that a professor at another college did something like this and I just thought it would be fun to test out to see if anyone would find the money,” Klein said. 
“My initial reaction was confusion… Why did it say to pick up forty dollars in the dean’s office?” Romito said. “At first I thought it was a joke, I actually didn’t pick it up until four or five days after, because I thought it was just a joke and didn’t want to go and embarrass myself. So one day, I asked Professor Klein after the end of class, and he said no it’s not a joke and no one has picked it up so go pick it up you deserve it. Then, I realized it was real and it was pretty cool, I felt proud.” 
In the eyes of an entrepreneur, a couple of lessons can be learned from this experiment. 
“My classes teach entrepreneurship, one of the keys of entrepreneurship is knowing when to look out for opportunities that other people don’t see. So as an entrepreneur, if you find out or figure out an idea before other people, that can be your whole business. I want to teach them through experiential learning that there are opportunities everywhere, where you least expect it. That’s why I hid it inside the syllabus,” Klein said.
“I think that if you’re given the opportunity, take it,” Romito said. “I had the opportunity to win forty dollars and I was hesitant at first, if I didn’t go and see if it was real, I would have never won the money. So I say go with your gut and take the opportunities presented to you.” 
Seeing how this lesson was mostly entrepreneurial, how could a professor in another field of study take this type of experiment and apply it to their course?
“I would suggest that they could put something like this in some of their content where students would have to find the certain information and then the professor would know that they are not just reading information and taking a test, but they’re really understanding the content that they are doing,” Klein said.
In the future, Klein’s students may be more inclined to read their syllabi. 
Published in Features and _Front Page
"
2022-10-31,LIU,report,"May 18, 2023

By Donovan Gibbs, Staff Writer
Many storylines were going into the MLB playoffs this year. The Dodgers were going into the playoffs with an incredible 111-win regular season. The Mets and Yankees returned as the NY baseball powerhouses. The Seattle Mariners broke the 21-year streak of no playoff appearances, and it was the last ride for the St. Louis Cardinals’ big three in Albert Pujols, Adam Wainwright and Yadier Molina.
For the Wild Card Round, The Mets came into the last week of the season as world series threats and locks for the NL East title, but that all changed in their final three-game series against Atlanta. The Mets had their best three pitchers for that series and could control their division title destiny and avoid the wildcard round as a two-seed in the National League (NL). However, this was not the case, and they had to host a three-game win-or-go-home series against a struggling San Diego Padres team. The Padres were hit hard this season with their star Fernando Tatis Jr being suspended for performance-enhancing drugs (PED’s). So going into the playoffs, all the Padres had was Manny Machado and newly acquired Juan Soto as major bats and a deep starting rotation and bullpen. This Wildcard series was the first of many upsets, with the Padres winning in Queens due to a pivotal game three performance by Padres’ starting pitcher Joe Musgrove. He put up 5 K’s and only one hit in his seven innings of work, which set up the 6-0 shutout victory. 
The Padres had a bunch of people step up in this series, with Trent Grisham hitting homers in back-to-back games and Josh Bell adding a bunch of clutch hits.
The Mariners finally broke the 21-year playoff drought and were faced to play the Toronto Blue Jays. The Blue Jays hitting was evident throughout the series, with multiple home runs from Teoscar Hernandez in game two, but the underdog Mariners wouldn’t go down for the count, winning the first game in a 4-0 shutout, then sealing the deal with 10-9 victory in game two. The Mariners were down as much as six runs, but still prevailed. Seattle was guaranteed a home playoff game for the first time in over two decades.
The Philadelphia Phillies closed the book on the last ride for the St Louis Cardinals’ legends in a 2-1 series victory. The red birds took game one in demanding fashion with a 6-1 win on the backs of Mike Mikolas’ five strikeouts and Corey Dickerson’s three RBI’s. However, the power bats of the Phillies overwhelmed St.Louis in the next two games.
The youthful Cleveland Guardians swept the Tampa Bay Rays thanks to pitching performances by Shane Bieber and Triston Mckenzie. Beiber and Mckenzie both fanned eight batters in their starts. Game two was an outright pitching duel going 15 innings with a combined total of 39 strikeouts, the most ever in a postseason game, capitalized by a 15th-inning walk-off by Oscar Gonzales. The Guardians were able to complete the sweep and head to the division series.
The Division Series was filled with upsets and close games. The best team in the league, the 111-win L.A. Dodgers were upset by in-state foe San Diego Padres in four games due to big performances like Yu Darvish’s seven strikeout outing in game two, homerun from Trent Grisham in game three and an eight strikeouts performance from Joe Musgrove in game four. 
The Yankees prevailed in a five-game series win over the Cleveland Guardians. The Bronx Bombers were down 2-1 in this series and had fans on the edge of their seats as they had to win two straight to stay alive in the playoffs. Harrison Bader was up for the challenge by hitting three home runs in the series and Gerrit Cole’s eight strikeouts in game four. 
The Atlanta Braves were out-slugged by the Phillies in four games. Philadelphia bats were on fire, hitting nearly double (24) the amount of RBI’s that Atlanta hit (13). 
Sophomore undeclared major–and longtime Braves fan–Eric O’Neil was stunned by the Phillies’ upset.
“There was no answer for the Phillies’ offense. Every ball hit off the bat was either a home run or a base hit,” he said.
Bryce Harper showed up big time for Philadelphia with two homers and five RBI’s in the series.
The Houston Astros swept the Seattle Mariners. The Astros re-established their dominance over their AL West rival. The Astros came back down three runs with a walk-off homer by Yordan Alvarez in game one, setting the tone for the rest of the series.
The stage was set for the Yankees vs. Astros in the American League Championship Series (ALCS), but the outcome was disappointing for Yankees’ fans. Instead of a back-and-forth series, with a win-or-go-home game seven like in 2017, The Yankees were on the receiving end of a disappointing four-game sweep.
Freshman sports management major Daniel Frankenberry was upset with the lack of competitiveness displayed by the Yankees.
 “We couldn’t hit with runners in scoring position. Our bullpen was hurt at the worst time possible, and Gerrit Cole gave up five runs. We got owned,” he said.
The Yankees were silenced by the Astros’ pitching by striking out 50 times throughout the series. Jeremy Pena won the ALCS MVP, which was well deserved due to his two home runs and four RBI performance during the series.
The long ball was prevalent in this seven-game National League Championship Series (NLCS) between the San Diego Padres and Philadelphia Phillies. These two wildcard teams had to take down the best of the best to get to this point, and the way they did that was by hitting a lot of home runs, with 16 home runs combined. The Phillies were able to get past San Diego in five games due to Bryce Harper’s two home runs and five RBI’s, Rhys Hoskins’ four home runs and seven RBI’s. Bryce Harper won the NLCS MVP for his efforts.
The Phillies and Astros will compete for the World Series title in a best-of-seven series starting on Friday, Oct. 28. 
Published in Uncategorized
"
