,school,date,txt_file,matching_text,matching_links,positive,negative,neutral
1549,UCF,2015-03-30,journal_data/txt/UCF/2015_03_30.txt,"['Imagine graduating high school and rather than experiencing the freedom of going away to college, you are thrown into the front line of warfare. \nNot worried about which party to go to this Friday night, but of all the civilian lives you are responsible for protecting. \nThat is what the average teenager experiences in Israel.\nBeneath the Helmet began as the sun set Thursday night Mar. 19 at 8 p.m. in SU Room 221. Students could enjoy cookies and coffee while watching the premiere screening of the documentary Beneath the Helmet: From High School to the Home Front by Jerusalem U.\nDeputy Company Commander, Aviv Regev, who is featured in the film, was present during the screening, and afterward spoke to students about the IDF (Israel Defense Forces) and answered any questions they had about the film and about Israel.\n“The film was produced over a 2-year period. We followed the soldiers’ lives during their 8-month training period, both in—and out—of the army. That was followed by an extensive post-production period,” Wayne Kopping said, the director and editor of Beneath the Helmet.\nKopping’s documentaries have been seen by over 40,000,000 people worldwide. His work has been featured on CNN and Fox News, as well as in The New York Times and countless other publications and blogs.\n“As Eilon Kohan, one of the recruits we feature in the film tells us, kids his age in just about any other country are thinking about what college to attend, which parties to go to, and where to travel. But as a soldier, he’s having to crawl over thorns, realizing that he may be called to put his life on the line to defend the\xa0country,” Kopping said.\nKopping said he found it remarkable to witness that this process didn’t leave the soldiers bitter and angry, but rather, filled with courage and a selfless desire to serve and ‘give back, just as those who came before them took a stand to protect the nation.\nThe audiences often have insightful questions, he said, and who better to answer them, than those soldiers and officers who’s lives are depicted onscreen.\n“Over and above all else, these soldiers are some of the coolest people you’ll ever meet, so who wouldn’t want to come out to a screening to meet them?” Kopping said.\nDuring his time in the service, Regev was in charge of 120 soldiers, logistics in training, at the time of the film. Meaning, all of the soldiers seen in the film were his soldiers.\nWhen he was 16, he was tending to his family’s orchards when a missile hit near him launched by a terrorist group in the second Lebanon war.\n“I realized that for 16 years I had been living peacefully and happily without a worry or care in the world, thanks to the soldiers who were protecting me and my family and that in a few years it would be my turn to do the same,” Regev said.\n“Try to think of it, when was the last time you did something that you thought was impossible that there was no way to finish it?” he said to the audience. “It doesn’t happen very often.”\n“It’s something that I think is really unique of the Israel Defense Forces, we train our soldiers to pass these mental and physical barriers to realize that nothing is impossible.” At the end of the soldier’s training, as featured in the film, the soldiers are required to walk a distance of 57 miles.\nAt the age of 21, his skills and motivation allowed him to climb the ranking ladder to become an officer of a platoon. It was at the age of 23 that he became deputy company commander, the age at which he was featured in the film.\n“[The film crew] was my biggest worry. The camera man thinks it’s nice to shoot the guns when they’re firing towards the camera, very creative,” Regev said, making the audience laugh. “But they were able to capture the process that we go through, especially in training.”\nHe explained the responsibilities of being a commander at a young age, and all the sacrifices made and decisions that carry the lives of so many others. Regev did not lose any of his soldiers under his command and he did not have to kill anyone during his time in the service.\nAfter finishing his service in Nov. 2013, Jerusalem U approached him and asked if he would be interested in representing the film in the United States.\n“As you can imagine after 5 years in the army it was not on the top of my to-do list,” he said.\nHe then told them politely no, and later found himself crossing China by himself. He traveled 2,000 miles from north to south, and hiked a few hundred miles in New Zealand. It was during that time that he met a lot of teenagers from over a dozen countries who were were interested in his story and asked him many questions.\n“The problem is that these questions were based on propaganda and lies and misconceptions. And that was when I realized there was this whole other war going on in the international media and on campuses,” Regev said. “And once I understood this that there’s not only a physical battlefront but a verbal one I felt like I couldn’t sit on the sidelines and watch.”\nIt was for this reason that he decided to represent the film in the states; to share his stories and to answer any questions about Israel that students may have.\nRebekah Kanefsky, 19, is a senior majoring in Psychology.\n“The club is pro-Israel and aims to educate students and the Orlando community about Israel,” she said.\nKanefsky is the event coordinator for knights for Israel, and first got involved in the club because she knew the current club president in high school, and had introduced her to Knights for Israel when she came to college.\n“I am really passionate about Israel and advocating for it, so that’s why I wanted to get involved,” she said.\n“I liked [the film] because it was an effective reminder that Israeli soldiers are human too. The Israeli people just want their children to come home safe and the soldiers are very similar to you and I in many aspects,” Kanefsky said.\n“Other pro Israel groups around the country also are screening [the film] and I think it’s an interesting documentary that makes students feel supportive of the soldiers. I think the film was beneficial because it was inspirational to watch the soldiers go through those experiences,” Kanefsky said.\nFor more information the film, visit www.beneathhelmet.com. To learn more about Jerusalem U visit www.jerusalemu.org.']",['https://knightnews.com/2015/03/beneath-the-helmet-documentary-screening-held-at-ucf/'],0.3668854534626007,0.5090073943138123,0.23558202385902405
1719,UCF,2015-10-19,journal_data/txt/UCF/2015_10_19.txt,"['In the early 1970s, motion pictures took a new direction when Bruce Lee introduced martial arts cinema to the world. Since then, he has remained a film icon and influenced countless people to take up martial arts as a hobby. If it weren’t for Bruce Lee, 24-year-old UCF karate team coach Colton Woodard may have never found his passion for karate or have been selected to represent the United States at the World Karate Federation (WKF) championships in Okinawa, Japan.\nWhen William Woodard, Colton’s father, got his ACL and MCL injured during high school while playing football in the early 70s, he was told by doctors he would never play any sport again but refused to obey those rules and was inspired while watching Bruce Lee to become a martial arts expert. At age 17, he began training, winning competitions and saw that even as a cripple, he could beat others and was in fact able to do a sport. Since then he has travelled internationally, taught karate for over 40 years and become the president of the National Karate Kobudo Federation (NKKF) as well as the vice president of Kuniba Kai International.\n“I didn’t have to do karate but fell in love with it as well when I went to Okinawa as a teenager and watched my dad compete,” says Colton. That’s something that inspired me as an american. To perform at an olympic level and really step up my game and represent our country athletically.”\nColton got a real passion, greater respect and understanding for karate while in Japan seeing how it was different than in America. Since then, he has made it his mission as an american to be really good at karate and become a world competitor. He is ecstatic that karate is in the final approval process of being added to the Olympics for 2020 and hopes to be able to compete in the upcoming games.\nOn November 28-29, Colton will represent the US in the Karate 1 Premier League in Okinawa, Japan along with three other representatives from California. He first had to place in state representing Florida AAU (Amateur Athletic Union) Karate and was then put into a national selection pool where he was selected.\nKarate has been a part of Colton’s life since he was about two or three years old. He won his first world championship at age five and since has won AAU state championships multiple times competing in places such as Chicago, Las Vegas, North Carolina, New York and more.\n“I’ve been competing every year and getting close you know, getting runner up but I got second place and then you get placed in a selection pool for the USA national team and I got placed in the selection pool a couple of times so when I actually got selected for the USA team this year, I was like ‘Wow, no way! This is finally coming true all these years later,” says Colton.\nWhen he found out he made the USA team, he knew that nothing was going to hold him back and it had been something he was saving up for overtime. Selling possessions such as guitars, he says that this is a once in a lifetime opportunity because he never knows if he will qualify again. As a karate teacher in three different schools, this will also add to his resume and give him many great experiences he might not have otherwise. If Colton wins in the Male Kata (floor routine) and Kumite (fighting), he can never compete as an amateur again because WKF is a professional circuit.\n“Money can’t buy that kind of experience. You can’t buy your way into qualifying for a tournament,” says Colton.\nHe knows money will always come back and many of his friends and family have helped him along the way as well as UCF’s OSI by paying his registration fee to compete.\nColton is going to Japan alone but is meeting with his coach, Soke Kozo Kuniba, whom he first met when he was eight. Although they have a bit of a communication barrier, they still understand each other well enough since Colton knows a bit of conversational Japanese and knows karate terms. Kozo Kuniba speaks a bit of English as well which helps them communicate.\nColton’s WKF competitors range from ages 19-35 and are the best of their countries.\n“I might be the nicest guy in the world, but as soon as my feet step in that ring, it’s just business. I’m here to work. I got to do my job. Afterwards, man, I’ll shake your hand and we can be friends, I’ll buy you a beer but when we get in the ring, I got to do my job, you got to do yours and only one of us is going to win,” says Colton.\nUCF karate team coach Colton Woodard will represent the United States at the World Karate Federation championship.Photo by Katrina Poggio.\nThe competitions are always a challenge he says but it is very rewarding because when he wins, he realizes all the matches he had to overcome and there is a great comradery that comes with that realization as well.\nWhile in Okinawa, Colton will train a few days before with Kozo Kuniba as well as be introduced to many grandmasters his coach knows.\nWith the Karate Team at UCF, he wants to do a seminar at UCF with the grandmasters he is meeting in Japan where all students can come meet them and get their autographs. There will hopefully also be a free clinic with them where attendees can learn first hand from masters of the art.\nColton aspires to make a competition team at UCF with avid athletes that will train seriously and compete in the AAU karate league traveling for state and national competitions. So far, there are 28 official members signed and he hopes to take about 12 competitors to the four state qualifying competitions held in Orlando, Ft. Lauderdale, West Palm Beach and Fort Pierce.\nAs the founder of the Karate Team at UCF, he is happy showing the community different skills which many people charge for in places he likes to call McDojos. These places are workout kind of martial arts instead of the samurai art form that has been passed down from teacher to student over hundreds of years. He hopes to keep karate as original as possible and wants to inspire others to preserve the art but also strive for excellence and to focus on the competition aspect of karate.\nBesides the Karate Team at UCF, Colton also teaches in Ocala Karate Dojo and Socrates Preparatory School. Collectively, he has 100 students ranging from ages four to 56.\n“It really is a passion of mine because I get to see results. It’s not always a fast thing but this past year, our team from Ocala, we had 26 state champions, 16 national champions and named top 20 schools of the United States for the fifth year in a row,” says Colton. That’s a really big feat for us and i’m hoping to get that same level of competition, the same accomplishments, here at UCF this coming up year. Bring that same kind of training and dedication to our school.”\nAs a referee for the state of Florida competitions, he has gone through training where he has a good base knowing what judges are looking for. Training takes a lot of dedication and patience but shows overtime.\nGrowing up, Colton was never forced to do martial arts and neither was his brother, Dalton. They both still share the same love for karate although Dalton now lives as a blues guitarist in New York.\nEven though he competed in multiple competitions throughout his life, Colton never missed school due to karate but says he truly lived like the real karate kid. After school, he would finish his homework and then train in the Dojo his father built behind their house. Sometimes he trained so hard and was so tired that he would pass out and wake up with a blanket on him that his parents placed.\n“Colton has always been the Karate Kid. He trains for perfection. He is a dynamically motivated individual, and succeeds at whatever he sets out to do,” says William Woodward.\nNow Colton is a junior at UCF studying pre-clinical health sciences with goals of becoming a surgeon and hopes of continuing graduate school right at UCF. Besides karate, he has always had a deep interest in the medical fields and was inspired to become a surgeon when he had to get five stitches on his finger after slicing it with a sword he was cleaning.\nHis main goal besides becoming a surgeon is to win a medal for USA and to compete well into his 30s until his body can’t take it anymore or doctor’s say he cannot.\n“I feel like everything is finally coming together at the right point of my life,” says Colton. “I feel like i’m at the peak of my athletic abilities as well.”\nColton is one step closer to making his dreams a reality with the upcoming WKF competition and is not just going against the USA this time, but against the world.\n“I loved going to tournaments as a kid and have competed my whole life. I loved the thrill of being there and having a crowd screaming and going against people that you knew were top quality martial artists. I still have that same excitement,” Colton says. “You know, you get those butterflies if you know the guy’s awesome. If you know he’s from Macau or Japan or China or Taiwan or he might be from Africa or Sweden or Iran and you know nothing about this competitor but you know he’s a black belt and he’s the very best of his country. Knowing that, I get this super excitement going and hey, I might not win but I’m going against the very best and that’s something I can always say for the rest of my life.”\nPhotos by Katrina Poggio.']",['https://knightnews.com/2015/10/ucf-karate-coach-to-compete-in-world-karate-federation-competition/'],0.2776561379432678,0.16908693313598633,0.1467149406671524
1725,UCF,2015-10-25,journal_data/txt/UCF/2015_10_25.txt,"['Orlando, Fl – Alex Morgan made an early strike for the United States after a mere nine minutes of play to give USA a thirty-six minute lead.\nBrazil CBF had chances at an equalizer but a crossbar save would keep the game alive twice in the first half.\nCrystal Dunn took a yellow card following a trip to an opposing player. Minor fouls continued early in the half and frustration from the Brazilian team quickly made itself known after a few trips by the U.S. that went uncalled.\nLori Chalupny substituted in for Meghan Klingenberg at the 20th minute, making Chalupny’s final U.S. Soccer team appearance. A standing ovation ensued for the defender as she hugged the on-field players and walked to the U.S. sideline.\nBecky Sauerbrunn paced CBF players on a fast break, with Marta assisting Cristiane and a sure-fire shot into the goal but Sauerbrunn would deflect the ball with her attacker and the goal line mere feet from her reach on an incredible save.\nAs halftime approached Brazil later answered to the U.S. goal in the 45th minute with a score from Cristiane, assisted by Marta, that shot through the posts.\nUSWNT’s Crystal Dunn didn’t let Brazil’s equalizer close the half as she finds a lane off a deflection from CBF goalkeeper Luciana at the face of the goal to bring the score to 2-1.\nThe United States capitalized on opportunities in the first half through mistakes in an aggressive Brazilian team, unable to follow through similar opportunities to take the lead.\n“It’s not often on a victory tour that you can play a quality team like Brazil,” said United States goalkeeper Hope Solo. “Brazil is an attacking style team, we tend to have better results against Brazil than we do against Germany [for example] but nevertheless it’s kind of an onslaught of shots when you do play Brazil because they send those numbers forward.”\nThe U.S. held off CBF for the remainder of the match, having gained a lead and an upper hand.\nForward Lauren Holiday fired a shot on goal at the 54th that would be narrowly caught by Luciana. Holiday, on her final U.S. Soccer match as well, substituted in for Carli Lloyd two minutes later to a cheering crowd.\nAlex Morgan returned to the front field on a fast break and successfully made a goal-scoring shot but soon is called offsides for a no-goal.\nMinutes pass before Brazil’s aggressive streak makes another appearance, putting pressure on a strong American defense.\nStoppage time yielded results for the touring home team, where Stephanie McCaffrey found a third goal at 90+4’ for the United States, her career first, while becoming the 18th USWNT player to score on their debut. Thirty-two thousand fans would watch McCaffrey bring the final score to 3-1 shortly following her goal.\n“The testament to these players: they understand the culture [and] they understand the expectation so when they come in here they understand the performance is important.” USWNT head coach Jill Ellis said on the match. “I was really pleased, the early games we sort of played everybody and now as we start to move through this, we’ve obviously have two great games against Brazil, it’s helpful in terms of starting to shift the focus to preparing for qualifiers in February.”\nFour matches remain in the ‘Victory Tour’ with two going to both \xa0Trinidad & Tobago and China, respectively. The USWNT record improves to 17-1-4 for the year, conceding only to France before later earning the FIFA World Cup title.\nPhoto credit: Aileen Perilla\n\xa0']",['https://knightnews.com/2015/10/u-s-womens-national-team-victorious-in-orlando/'],0.4347655475139618,0.09556928277015686,0.030549393966794014
1784,UCF,2016-01-07,journal_data/txt/UCF/2016_01_07.txt,"['Scott Frost, UCF Football’s new head coach, focused heavily on the importance of in-state recruiting and finding the right staff at a press conference on Thursday.\n“We’re going to add the right pieces whenever it is possible to add them. There might be an add or two as this semester starts,” Frost said. “Florida is obviously one of the richest recruiting grounds in the country and I think we’d be foolish not to do the majority of our recruiting right here around home.”\nFrost met with the media on Thursday to give an update on what he has been doing in his first month on the job as head coach of the UCF football program. The biggest questions posed to Frost surrounded the development of his coaching staff and the strides that the new regime has made in attracting recruits.\n“We want kids to want to come here,” Frost said. “To be honest with you, I’m not as concerned if they have four stars or five stars or two stars after their name. I want the right guys, I want the right type of character guys and the right type of athletes.”\nThe Knights’ new defensive coordinator Erik Chinander also made it clear that the program needs to recruit from within and focus on the vast talent crop that the state of Florida has to offer.\n“When we were at Oregon, obviously there is somewhere between 5 and 15 division one recruits per year,” Chinander said. “But now you’ve got everybody in your backyard, so I don’t have to get on planes every night and I don’t have to take red eyes. I drive to Tampa and I stay in town or I drive down to Miami, it’s going to be awesome.”\nChinander is just the latest hire for the Knights who now have most of the staff in place heading into the 2016 season. Frost got the ball rolling early on when he brought on quarterbacks coach Mario Verduzco and assistant coach Troy Walters.\nHowever, a good portion of the staff was not revealed until Wednesday when the team officially added Chinander, offensive line coach Greg Austin and director of player development Marcus Castro-Walker. The 41-year-old head coach admitted that the staff selection process has been somewhat slow, but the pacing was necessary to find the right person for each spot.\n“I think the players deserve to have the right people coaching them,” Frost said. “I’ve gotten a lot of the people that I wanted to come in here and coach at UCF and everybody has been really excited about it. We’ll finish up the staff whenever I am sure that we have the right people in here.”\nWhile it has been hammered home that the Knights will look a lot different this coming season between the almost entirely-new staff and style of offense, questions still remain regarding players on the current UCF roster and how they can fit into this fresh and fast program.\n[pro_ad_display_adzone id=”79256″]\n“I think there is plenty of talent on this team to make a lot of strides to get where we want to get,” Frost said. “It’s going to be a learning process for everybody and we’ll cater a lot of what we do to the talent that is on the team right now, but I’ve got a lot of confidence in the guys in this building already.”\nWith National Signing Day less than a month away, UCF fans should look forward to seeing what Frost and his new staff can add to the crop of young talent that the team will bring over from last season.\nPhoto by Jean Racine']",['https://knightnews.com/2016/01/scott-frost-press-conference-in-state-recruiting-and-staff-selection-have-been-critical/'],0.13415353000164032,0.046231843531131744,0.05561903864145279
1785,UCF,2016-01-08,journal_data/txt/UCF/2016_01_08.txt,"['Orlando, Fla. – New defensive coordinator, Erik Chinander plans to bring a new defensive philosophy to UCF football.\n“In this day and age of the way your offensive football is going, the way to win games on defense is sacks, plus turnovers, minus explosive plays,” said Chinander. “We have to be aggressive, we have to take some chances.”\nChinander wants to have a multiple defense, ranging from a 4-3 to a 3-4. UCF has used a 4-3 defense under the O’Leary reign, but Chinander is confident that he has the talent on the roster and the potential to get the right talent in the State of Florida to run a multiple defense.\n“We’re going to play an aggressive style of defense,” said Chinander. “I know there’s a lot of talent in this state, a lot of talent currently on the roster. I think the guys we’re going to be able to get and or currently here: we need to be able to penetrate and be aggressive.”\nUCF currently has six verbal commits from defensive prospects according to cbssports.com. Out of the six defensive prospects, four are three-star rated prospects.\n“This team will lead the country in effort, I don’t know about the stats yet, we gotta get that thing all figured out, but we’re gonna play hard,” said Chinander. “It’s a team that this community will be proud of.”\nChinander has a strong friendship with new Head Coach Scott Frost, but Frost says that Chinander is here because he has a great defensive mind.\n[pro_ad_display_adzone id=”79256″]\n“I have worked with him [Frost], but more than that, we’ve been as close of friends as you could have for 10 plus years, we were roommates at one point in time,” said Chinander.\n“We’re close, I’ve known him a long time, but he’s not here because of that,” said Frost. “He’s here because I think he’s one of the better football coaches that I know. He’s exceptionally intelligent and he’s got a lot of character. I know the players are going to love working for him and they’re going to play hard for him.”']",['https://knightnews.com/2016/01/ucf-football-has-a-new-defensive-philosophy/'],0.5258106589317322,0.2624167203903198,0.3372150957584381
1812,UCF,2016-02-11,journal_data/txt/UCF/2016_02_11.txt,"[""The typical set-up of a UCF College Democrats table displays a light blue table cloth with fliers and merchandise spread across the top. On Wednesday, that was replaced by a poster labeled “Breaking Stereotypes,” balsa wood, and permanent markers.\nHosted by the Dems’ Asian-American Caucus, the event did exactly as advertised. Participants wrote their most hated statement attributed to their race and literally broke that stereotype in half.\nThe purpose, as described by caucus leaders, was to promote inclusiveness within the community by dispelling, in part, what is known as the model minority myth. Often used to describe Asians, the “model minority” is defined on a distributed flier as one “whose members are most often perceived to achieve a higher degree of socioeconomic success than the population average.” The term, the flier said, is used to counter calls for government action to reduce racial discrimination.\nFrom pursuing STEM careers–a stereotype “broken” by political science and art history student Pratyush Goberdhan–to the common trope that Chinese students perform well at math, are some examples of misconceptions made about Asians that perpetuate the model minority.\nAlso, contrary to popular belief, Asians, which comprise six percent of the UCF student population, come from nationalities as far west as Turkey and as far south as Indonesia. Devi Mody, another co-founder of the Asian-American Caucus and the treasurer of the Dems, confronts the misconception as an Indian-American.\n“Let me tell you, people in middle school–like, do they not realize that India is in Asia?” Mody asked with a chuckle. “India’s in Asia, therefore making us Asian. People have fought me on this, and I’m like ‘Google a map and you will see.'”\nIndeed, many Asian students who participated in “breaking” their stereotypes did not fit the mythical profile, such as Sarah Siraj, a Pakistani student activist who wrote “Muslims are terrorists” on her board before splitting it in two.\nMany stereotypes are considered paradoxically positive while possibly having negative implications, and some come as a result of confusing continental separation with racial profiles, but others range into the purely negative. An example of this is that Asian men are not masculine enough, an idea which Stephanie Slater, a co-founder of the caucus and a Chinese-born criminal justice student, said may be because of other cultural and physical misconceptions.\n“People don’t think they are manly because ‘they don’t stand up for themselves, they’re not openly masculine,'” Stephanie Slater, a Chinese-born criminal justice student and a co-founder of the caucus, said. “They are shorter, which doesn’t help. And I think it’s because Asians are smart, so when you see them doing math all the time or engineering, you don’t typically see them as Superman.”\nSlater herself breaks the trope of the homogeneous Asian family. While she was born in China, she and her twin sister were adopted by American parents and grew up in the United States with an English-language last name.\nHaving gone to school in Florida, she was taunted by her appearance and was called “chink,” a racial slur against Chinese people particularly and one which, she said, many Americans see nothing wrong with saying.\xa0She does, however, continue to learn more about Chinese culture and customs, something which she feels is part of the Asian-American experience.\n“It’s very different for me because I grew up American, but to me it’s about being proud of where you come from, and I am proud of being Chinese,” Slater said. “When people ask me what I am, I say Chinese. I assume people know I am also American.”\nAsian-Americans, while they were the primary target of Breaking Stereotypes, were not the only ones who sought to do so. One black student broke a board with “Watermelons” scribbled across it. A Colombian dispelled the stereotype that he sells cocaine. And another student confidently split a board with the words, “I shower with my hijab on.”""]",['https://knightnews.com/2016/02/asian-american-students-seek-to-break-stereotypes/'],0.5949487686157227,0.7589704394340515,0.4677225351333618
1850,UCF,2016-03-26,journal_data/txt/UCF/2016_03_26.txt,"['“All right, friends. Show us you’re ready to learn,” teacher and UCF environmental sustainability graduate student Nadeska Concha says to her students every Friday morning, as she prepares to demonstrate the process of pollination and its importance.\nConcha is an instructor at UCF’s Creative School for Children, a learning facility “dedicated to creating an educational environment that provides opportunities for children to discover, explore, grow, and develop to their own unique potential,” according to the school’s mission statement.\n“In order to become lifelong learners, young children need to be provided with concrete meaningful experiences to help them develop a positive self-esteem, skills in problem solving, creative thinking, self-reliance, and interpersonal communications.”\nLocated on-campus just north of UCF’s leisure pool, the school is providing new concrete, hands-on experiences with its new garden area, where the 3-5 year-old children now embrace the outdoors daily and learn the processes of our ecosystem.\nConcha, or Miss Nadeska, begins her 45-minute pollination lesson this week by reading Elle McGuinness’s children’s book Bee and Me to the Early Experience 3 (EE2) class, reassuring students that bees help our environment as they “transfer pollen back to flowers in order for the plant to grow, reproduce, and form seeds, nuts, or fruits,” according to The Guardian newspaper.\n“Bees are important to flowers,” Concha said. “We don’t need to be scared.”\nNext, she draws flowers on an orange poster board where the students stick pollen (flour) onto the plants. The children role-play as either bees or butterflies to show how there is nothing to be afraid of.\nThe students “buzz” and play around the garden soaking in all of the informative fun.\n“More pollen please,” the children plea in unison.\nFinally, Miss Nadeska shows students the garden area’s blossoming papaya tree, which came about from pollination.\n“The students’ minds are so open,” sophomore elementary education major and Creative School volunteer Ashley Kovarik said. “Their minds are sponges, and they are a joy to work with.”\nSophomore business major Brandon Calma volunteer echoes Kovarik’s sentiment. “I love the kids,” he said. “I am so pleased they are eating up our new outdoor lessons we implemented this semester.”\nThe Creative School for Children is a licensed child care and pre-kindergarten school with 140 students enrolled. The children of UCF students, UCF faculty and alumni are given first priority for enrollment, and any available seats go to children of surrounding Orlando communities.\n“Every 4 year old child has the right to free pre-k,” director Amy Hesse said. With 15-20 students per class, the school’s government funded V-PK grants children a safe, happy, and diverse learning place.\n“We are a melting pot here as a lot of UCF’s international students’ children are enrolled at the creative school,” Hesse added. “We have had students from over 60 countries including Russia, Korea, China, Iran, Iraq, and Saudi Arabia.”\nThe school’s fearless leader expresses her excitement about the facility’s newest garden addition.\n“I have been the director here for 2 and a half years, and I am so proud of the progress we’ve made,” she adds. “One year ago, the outside area was a sandbox, and now we are as green as can be.”\nSidebar: UCF’s Creative School for Children is looking for new volunteers to help the children reconnect with nature in their “Nature Explore Workshop” on Saturday, April 9 from 9 a.m to 4 p.m. with a lunch break. If interested, students can visit info@natureexplore.org, call 402-467-6112, or call the Creative School’s direct number at 407-823-2726 for more information.']",['https://knightnews.com/2016/03/ucf-creative-school-for-children-embraces-new-garden-learning-area/'],0.635921061038971,0.09700937569141388,0.18296827375888824
1875,UCF,2016-04-25,journal_data/txt/UCF/2016_04_25.txt,"['A former University of Central Florida Engineering Assistant is facing federal charges for exporting drone technology to China, according to WFTV.\n“Prosecutors said Amin Yu, 53, used money from China to buy electronics in central Florida, and then shipped the items back to China. Yu was charged in federal court Wednesday with 18 counts, including acting as an illegal agent for a foreign government,” WFTV reported.\nWFTV said that the charges include buying parts that included underwater cables, connectors and sonar from the United States, Canada and Europe and then sending them to China.\nThe report said Yu worked at UCF August 2008 to February 2014. Her most recent job was as an assistant in the College of Engineering and Computer Science, according to WFTV.\nThe federal indictment WTFV received showed Yu had also worked for Harbin Engineering University from 2002 to 2014.\nAccording to documents obtained by WFTV, HEU does research and development for government in China.\nYu also ran a company from her home called IFour International, WFTV reported.\n“A UCF spokesperson is looking into why Yu left and how much access she had to government research performed at the university,” WFTV said.\nThis is a developing story. Check back for updates.']",['https://knightnews.com/2016/04/report-former-ucf-assistant-charged-for-exporting-technology-to-china/'],0.15508344769477844,0.5864481925964355,0.05743911862373352
2040,UCF,2016-11-26,journal_data/txt/UCF/2016_11_26.txt,"['Scott Frost and team will have a chance to end a rebound year at Raymond James Stadium this Saturday and gain bragging rights with the War On I-4.\nThe Knights were picked to finish last in the American Athletic Conference at media day in Rhode Island where performance expectations matched that of the 2015 season. Despite the odds, Frost built up a 6-5 record that\xa0should\xa0have been at least 9-2, as the Bulls have built.\nFour out of the last five losses came when UCF was either leading or tied at the half – three of those losses where the Knights led by more that one score – but crumbled in the second half. The first loss came at the hands of No. 3 powerhouse University of Michigan.\nIf UCF expects to take out the number two offense in the country, key players such as senior linebacker Shaquem Griffin (11 sacks, 17.5 TFL) and Errol Clarke (6.5 sacks, 10 TFL) must close out the running lanes to Quinton Flowers and Marlon Mack. The\xa0caveat to USF’s offense has shown to be the kind of passing game that, on paper, will concede to UCF’s pass defense. Even in the 2015 campaign, UCF managed to hold out the bomb passes that trailed their way downfield, and in the Bulls’ most recent game against SMU, holes in the pass efficiency made clear the way Eric Chinander could stack the defense.\nThe UCF offensive drives will be what to watch.\nAn underperforming Knights offense and Bulls defense will make those drives shaky but critical for Frost if his plans to outpace the opposing offense. UCF QB Mackenzie Milton will need to sharpen the mechanics of his passing to hit the big plays and break the dry spell of passing touchdowns that took place. That’s not to say that Milton is the only one at fault – the UCF offensive line has occasionally faltered in giving Milton those few extra seconds to find an open receiver.\nCalls to put in former starting QB Justin Holman were met with a stark no from Frost in Monday morning’s press conference, who plans on sticking with Milton, barring any unusual circumstances.\nIf Milton can improve his explosiveness as part of the ‘UCFast’ mantra, then USF should concede touchdowns no-problem.\nIf UCF can restore their run game, however, then USF will have reason to be concerned.\nIn the wake of a chance to get their first 10-win season since 1997, the Bulls have a desire to succeed and are favored considerably but won’t see the same scoring margin as last-time-out at Bright House.\nA trophy with a base and detachable key were revealed on Sunday to go to the winner of the noon game. Orlando and Tampa, UCF and USF, respectively, are lasered into one side of the interstate-roadsign shaped key hold. All previous matchups will go onto a plaque, according to the current plan.\nKickoff for the War On I-4 takes place at noon at Raymond James Stadium.']",['https://knightnews.com/2016/11/the-war-on-i-4-ucf-vs-usf/'],0.05815720185637474,0.033068642020225525,0.030804280191659927
2081,UCF,2017-02-16,journal_data/txt/UCF/2017_02_16.txt,"['After years of rumors and speculation, it appears plans for developing a hospitality institute in China may finally be gaining ground.\nA letter to the Visa Officer of China was sent from UCF President John C. Hitt on February 7. In the letter, the university stated that they were submitting required documentation to Chinese government officials in order to obtain a visa to the country for a UCF employee.\nThe employee is expected to leave for China on February 18, and arrive in the country on February 19.\nAccording to documents obtained by Knight News, it appears UCF hopes to establish locations in Shanghai and Hainan, an island province of China.\nKnight News first reported on this story back in 2012, and now it seems that plans for the campus are underway again.\nStay tuned to Knight News for continued updates.']",['https://knightnews.com/2017/02/ucf-planning-to-open-hospitality-institute-in-china/'],0.8665868043899536,0.10348807275295258,0.023692140355706215
